Date,High,Low,Open,Close,Adj Close,Volume
2015-03-25,62.69142914,60.24428558,62.68428421,60.25,60.25,21652400
2015-03-26,60.44714355,59.38999939,59.62857056,59.75143051,59.75143051,16039100
2015-03-27,59.84714127,58.5728569,59.33000183,59.25285721,59.25285721,15852200
2015-03-30,60.56428528,59.36428452,59.7157135,60.36714172,60.36714172,13272700
2015-03-31,60.41999817,59.45571518,60.11000061,59.52714157,59.52714157,14248500
2015-04-01,59.7857132,58.70285797,59.6428566,59.01714325,59.01714325,14639800
2015-04-02,59.6071434,58.86142731,59.07143021,59.15428543,59.15428543,9864400
2015-04-06,60.44714355,58.4642868,58.76856995,60.33000183,60.33000183,10730300
2015-04-07,60.84857178,60.04285812,60.49714279,60.49428558,60.49428558,9977100
2015-04-08,63.1071434,61.18428421,61.20142746,63.04999924,63.04999924,22327900
2015-04-09,63.13571548,62.11428452,63,62.7857132,62.7857132,13455400
2015-04-10,64.99571228,63.94714355,64.3971405,64.93856812,64.93856812,22367100
2015-04-13,69.2857132,67.05714417,67.23999786,67.81143188,67.81143188,44436700
2015-04-14,69.14286041,67.4214325,68.85713959,68.387146,68.387146,28641900
2015-04-15,68.70428467,67.36428833,68.70428467,67.92285919,67.92285919,42528500
2015-04-16,81.25,75.7142868,76,80.29285431,80.29285431,104500900
2015-04-17,82.14286041,79.7142868,79.77857208,81.65000153,81.65000153,58306500
2015-04-20,82.30428314,80.38143158,81.7857132,81.05571747,81.05571747,30766400
2015-04-21,81.48428345,79.80000305,81.23428345,80.06285858,80.06285858,15925700
2015-04-22,80.71286011,79.54428864,80.21142578,79.66857147,79.66857147,12089700
2015-04-23,80.34285736,78.95571136,79.65571594,79.86571503,79.86571503,12687500
2015-04-24,80.80857086,79.50714111,80.17285919,79.77143097,79.77143097,11045300
2015-04-27,81.7857132,80.23000336,80.29285431,80.86856842,80.86856842,15246700
2015-04-28,81.27857208,79.94428253,80.58999634,80.43714142,80.43714142,8826300
2015-04-29,81.05571747,79.64428711,80.06999969,80.40714264,80.40714264,9534700
2015-04-30,80.83571625,79.12428284,80.23714447,79.5,79.5,10565100
2015-05-01,79.9671402,78.89428711,79.85571289,79.57571411,79.57571411,8906100
2015-05-04,79.7142868,78.90000153,79.57142639,79.27143097,79.27143097,7967400
2015-05-05,82.44285583,80.75714111,81.23857117,80.79285431,80.79285431,27116600
2015-05-06,81.2142868,79.52143097,81.02857208,80.07714081,80.07714081,11504500
2015-05-07,80.79428864,79.45714569,80.11428833,80.7485733,80.7485733,10220700
2015-05-08,82.15285492,80.9642868,81.04142761,82.08571625,82.08571625,13828500
2015-05-11,84.85713959,82.18571472,82.32428741,84.27857208,84.27857208,23882600
2015-05-12,83.80857086,82.99285889,83.80857086,83.37714386,83.37714386,11907000
2015-05-13,84.19714355,82.69142914,83.40428925,82.87285614,82.87285614,11155900
2015-05-14,83.92428589,82.33000183,83.2857132,83.83571625,83.83571625,8898400
2015-05-15,88.34857178,85.75571442,86.36428833,87.60713959,87.60713959,37053100
2015-05-18,88.5342865,87.02428436,87.54428864,88.26714325,88.26714325,14812000
2015-05-19,89.7857132,87.80999756,88.88857269,88.068573,88.068573,19101600
2015-05-20,89.10857391,87.362854,88.2142868,88.79000092,88.79000092,12756800
2015-05-21,89.57142639,88.181427,89.08142853,89.00285339,89.00285339,12767300
2015-05-22,89.40714264,88.69285583,89.17857361,88.83856964,88.83856964,7466200
2015-05-26,89.06143188,87.7857132,88.87428284,87.99285889,87.99285889,9646000
2015-05-27,89.90714264,87.92857361,88.14286041,89.85713959,89.85713959,10506300
2015-05-28,89.85571289,88.93000031,89.7142868,89.50714111,89.50714111,7821800
2015-05-29,90.20571136,88.95571136,89.47285461,89.15142822,89.15142822,12712000
2015-06-01,89.12142944,87.94428253,88.83714294,89.00285339,89.00285339,9926000
2015-06-02,89.67857361,88.40571594,88.71142578,89.12999725,89.12999725,7529200
2015-06-03,89.73285675,88.64428711,89.24285889,88.80857086,88.80857086,6237700
2015-06-04,89.42857361,88.04285431,88.37857056,89.34857178,89.34857178,10074400
2015-06-05,90.54000092,89.12571716,89.2142868,90.45999908,90.45999908,11624200
2015-06-08,90.81571198,88.99571228,90.7142868,89.60428619,89.60428619,11148900
2015-06-09,92.7142868,89.33428955,89.33428955,92.44999695,92.44999695,22024800
2015-06-10,98.97000122,93.22571564,93.39571381,95.87142944,95.87142944,57121400
2015-06-11,96.91857147,94.08714294,96.88999939,95.09428406,95.09428406,26623100
2015-06-12,95.34285736,94.12428284,94.91571045,94.41857147,94.41857147,10278800
2015-06-15,93.59143066,91.65856934,92.85713959,93.431427,93.431427,19054000
2015-06-16,95.60713959,93.69142914,94.24285889,95.27285767,95.27285767,16043300
2015-06-17,95.13285828,93.95714569,95.13285828,94.27143097,94.27143097,9905000
2015-06-18,95.34143066,94.36856842,94.65142822,94.74285889,94.74285889,8962800
2015-06-19,96.41857147,93.82142639,96.24285889,93.87142944,93.87142944,19814900
2015-06-22,96.69285583,94.18856812,95.04285431,96.41428375,96.41428375,16732800
2015-06-23,97.38999939,95.75,96.33571625,97.31285858,97.31285858,15626100
2015-06-24,100.8914261,96.3971405,100.0142822,96.94428253,96.94428253,77138600
2015-06-25,96,93.45857239,95.48143005,94.89142609,94.89142609,41623400
2015-06-26,95.31428528,93.08856964,95.30000305,93.08856964,93.08856964,30314900
2015-06-29,92.91285706,91.11714172,91.50571442,92.23143005,92.23143005,24575600
2015-06-30,94.35571289,92.7857132,93.35713959,93.84857178,93.84857178,16880500
2015-07-01,95.23857117,93.21857452,94.80571747,93.63571167,93.63571167,14699300
2015-07-02,94.19857025,93.2142868,93.9985733,94.04428864,94.04428864,11053000
2015-07-06,94.92857361,93.33999634,93.47285461,94.57142639,94.57142639,11808300
2015-07-07,95.42713928,92.62285614,95.01285553,94.09143066,94.09143066,21573300
2015-07-08,93.99571228,92.2842865,93.47142792,93.50714111,93.50714111,12990600
2015-07-09,95.84571075,94.2857132,94.90000153,95.72714233,95.72714233,16731400
2015-07-10,98.50285339,96.90000153,97.52285767,97.22856903,97.22856903,21636300
2015-07-13,102.3085709,98.0785675,98.09857178,101.0871429,101.0871429,33205200
2015-07-14,101.6357117,99.65285492,101.271431,100.3714294,100.3714294,19736500
2015-07-15,100.75,97.05000305,99.97000122,98.12999725,98.12999725,30898600
2015-07-16,116.4899979,107.6800003,111.0199966,115.8099976,115.8099976,63461000
2015-07-17,117.8799973,114.2399979,117.3399963,114.7699966,114.7699966,25136900
2015-07-20,114.6999969,110.1399994,114.6999969,110.5500031,110.5500031,22676900
2015-07-21,113.7099991,109.3199997,110.2099991,112.5100021,112.5100021,14085400
2015-07-22,113.8799973,110.5599976,112.1399994,111.5,111.5,10500500
2015-07-23,112.1800003,109.8399963,110.9100037,110.0999985,110.0999985,8306800
2015-07-24,111.6800003,108.9000015,111.5500031,109.3399963,109.3399963,8125100
2015-07-27,109.8600006,106.25,107.7900009,106.4300003,106.4300003,11302600
2015-07-28,107.9400024,103.8799973,107.2900009,106.9000015,106.9000015,11155900
2015-07-29,107.75,105.4000015,106.8300018,107.0800018,107.0800018,6695600
2015-07-30,111.9000015,105.4000015,106.4000015,111.5599976,111.5599976,14229200
2015-07-31,115,111.1500015,111.9499969,114.3099976,114.3099976,16349100
2015-08-03,114.5999985,111.7799988,114.5999985,112.5599976,112.5599976,10144800
2015-08-04,122.7900009,113,113.1500015,121.1500015,121.1500015,29653300
2015-08-05,129.2899933,122.7099991,125.6200027,123.7099991,123.7099991,26946500
2015-08-06,128.8500061,122.0400009,126.2900009,126.4499969,126.4499969,24716700
2015-08-07,126.5999985,121.3000031,126.4199982,123.5199966,123.5199966,17360700
2015-08-10,126.5,121.5100021,126.0899963,123.0299988,123.0299988,13424600
2015-08-11,123.7600021,120,120.0100021,122.7399979,122.7399979,11596800
2015-08-12,122.4499969,118.6600037,121.4700012,120.5100021,120.5100021,13822500
2015-08-13,125.7300034,119.3399963,120.9899979,123.7300034,123.7300034,15284400
2015-08-14,125,123,124.9599991,123.3899994,123.3899994,8667700
2015-08-17,125.6999969,122.5899963,123.1399994,125.3600006,125.3600006,9233800
2015-08-18,126.75,123.5500031,125.2600021,124.0500031,124.0500031,9382000
2015-08-19,123.6999969,121.5,123.5,122.0599976,122.0599976,10115300
2015-08-20,121.4499969,111.3399963,119.8000031,112.4899979,112.4899979,28045300
2015-08-21,110,102.75,106.1999969,103.9599991,103.9599991,33228300
2015-08-24,109.6299973,85.5,88.75,96.87999725,96.87999725,59951900
2015-08-25,107.8799973,101.5,107.75,101.5199966,101.5199966,37620700
2015-08-26,110.2799988,102.0199966,107.1500015,110.1299973,110.1299973,36164600
2015-08-27,118.25,113.0199966,114.9400024,117.6600037,117.6600037,37056100
2015-08-28,119.3499985,115.8799973,116.3499985,117.6299973,117.6299973,20240200
2015-08-31,117,113.7600021,115.2399979,115.0299988,115.0299988,17005600
2015-09-01,111.2399979,103.8199997,109.3499985,105.7900009,105.7900009,35977100
2015-09-02,109.5,100.3000031,109.3099976,105.4400024,105.4400024,39843300
2015-09-03,104.1699982,100.1100006,102.6900024,101.0599976,101.0599976,29546700
2015-09-04,99.93000031,97.33999634,98.05000305,98.79000092,98.79000092,24212000
2015-09-08,102.5,93.55000305,102.0800018,94.94999695,94.94999695,43479700
2015-09-09,102.7900009,95.51999664,96.51000214,99.18000031,99.18000031,35524400
2015-09-10,100.8499985,96.77999878,99.41999817,99.48000336,99.48000336,21031900
2015-09-11,100.8499985,97.23000336,98.56999969,97.51000214,97.51000214,17373900
2015-09-14,97.91000366,94.33000183,96.83999634,95.69000244,95.69000244,15546000
2015-09-15,99.65000153,93.61000061,95.22000122,99.16000366,99.16000366,22591100
2015-09-16,104.4800034,99.33000183,99.69999695,104.0800018,104.0800018,28058200
2015-09-17,107.5,101.8300018,103.6699982,104.2099991,104.2099991,25817700
2015-09-18,104.3600006,100.7099991,102,102.6200027,102.6200027,21715000
2015-09-21,103.7699966,99.55999756,103.3000031,100.3000031,100.3000031,17900600
2015-09-22,99.90000153,97,98.29000092,98.47000122,98.47000122,16717900
2015-09-23,99.73999786,97.66000366,98.59999847,98.06999969,98.06999969,10264500
2015-09-24,104,96.77999878,97.11000061,103.7600021,103.7600021,21274500
2015-09-25,105.4499969,101.5699997,105.3000031,102.2399979,102.2399979,19066600
2015-09-28,103.3300018,97.83999634,101.5699997,99.47000122,99.47000122,17026600
2015-09-29,100.6299973,96.84999847,99.62999725,98.34999847,98.34999847,17405900
2015-09-30,103.4599991,99.05000305,99.91000366,103.2600021,103.2600021,17027600
2015-10-01,106.1100006,101.1200027,102.9100037,105.9800034,105.9800034,17426900
2015-10-02,106.8700027,101.4499969,103.0100021,106.1100006,106.1100006,21526700
2015-10-05,112.2799988,105.7600021,107.4800034,111.25,111.25,21157900
2015-10-06,112.25,105.6399994,110.3300018,108.3300018,108.3300018,20629800
2015-10-07,109.7799988,106.75,108.8399963,108.0999985,108.0999985,12329500
2015-10-08,115.0500031,102.5999985,107.9400024,114.9300003,114.9300003,42831900
2015-10-09,115.8300018,112.4400024,114.1100006,113.3300018,113.3300018,22455200
2015-10-12,115.4199982,112.3600006,114.4499969,113.4499969,113.4499969,12624500
2015-10-13,113.7200012,108.7799988,112.8499985,109.7300034,109.7300034,17512100
2015-10-14,111.6299973,108.0500031,111.5,110.2300034,110.2300034,33231500
2015-10-15,104.8799973,99.09999847,103.7699966,101.0899963,101.0899963,48484300
2015-10-16,101.6500015,98.41000366,100.2099991,98.98999786,98.98999786,21340500
2015-10-19,103.6200027,96.26000214,98.06999969,101.6900024,101.6900024,29964700
2015-10-20,102.1100006,97.58000183,101.0599976,98.98999786,98.98999786,17345600
2015-10-21,100.3399963,97.01000214,99.66999817,97.95999908,97.95999908,13728500
2015-10-22,99.93000031,96.86000061,98.06999969,97.31999969,97.31999969,12786800
2015-10-23,101.5599976,97.26999664,97.61000061,100.0400009,100.0400009,18019900
2015-10-26,103.3099976,99.37999725,100.0500031,103.0400009,103.0400009,12234800
2015-10-27,104.7200012,101.2300034,102.5800018,103.0699997,103.0699997,12066400
2015-10-28,106.2099991,102.0599976,102.9000015,105.8000031,105.8000031,13094000
2015-10-29,106.9100037,104.75,105,105.1200027,105.1200027,9841400
2015-10-30,110.0999985,104.9000015,105.1200027,108.3799973,108.3799973,15571500
2015-11-02,109.3700027,106.3000031,109.1999969,107.6399994,107.6399994,11784600
2015-11-03,111.0500031,107.2399979,107.3600006,109.7399979,109.7399979,12484100
2015-11-04,114.2799988,109.3899994,110.3600006,114.0500031,114.0500031,17505000
2015-11-05,115.6800003,111.7200012,113.75,113.5,113.5,13814900
2015-11-06,114.8000031,112.0500031,113.3899994,114.0599976,114.0599976,10936600
2015-11-09,114,108.6399994,113.3600006,109.8600006,109.8600006,16154600
2015-11-10,112.8399963,108.0100021,108.8600006,112.6999969,112.6999969,11166400
2015-11-11,114.6100006,111.4100037,113.0800018,112.8600006,112.8600006,11039200
2015-11-12,115.25,108.1999969,112.5199966,108.9199982,108.9199982,17568200
2015-11-13,109.0699997,103.2699966,108.3399963,103.6500015,103.6500015,18819400
2015-11-16,111.6500015,101.8600006,102.9700012,111.3499985,111.3499985,19866200
2015-11-17,118.7900009,111.6999969,112.1100006,117.0999985,117.0999985,33016300
2015-11-18,121,116.0999985,117.9400024,120.6299973,120.6299973,23353600
2015-11-19,123.1299973,119.6100006,120.25,120.2200012,120.2200012,19253200
2015-11-20,124.0699997,119.2099991,120.8499985,123.8399963,123.8399963,17977000
2015-11-23,126.1999969,121.6600037,124.3000031,125.0299988,125.0299988,15727000
2015-11-24,124.6600037,120.0299988,123.6699982,123.3099976,123.3099976,18335300
2015-11-25,125.1999969,122.3600006,124.2300034,124.1600037,124.1600037,10980700
2015-11-27,126.3899994,123.5899963,123.8499985,125.4400024,125.4400024,6645500
2015-11-30,126.5999985,122.8899994,126.0299988,123.3300018,123.3300018,13894000
2015-12-01,125.5699997,122.4199982,124.4700012,125.3700027,125.3700027,12550800
2015-12-02,131.3500061,124.9300003,125.5299988,128.9299927,128.9299927,24105700
2015-12-03,132.1999969,126.3899994,129.6199951,126.8099976,126.8099976,26647300
2015-12-04,130.9900055,125.75,127,130.9299927,130.9299927,20250400
2015-12-07,133.2700043,122.75,131.1900024,125.3600006,125.3600006,23351600
2015-12-08,128.2400055,121.0999985,121.5100021,126.9800034,126.9800034,18591100
2015-12-09,128.7799988,122.3300018,127.6999969,124.1999969,124.1999969,17788800
2015-12-10,125.2099991,121.6200027,124.5,122.9100037,122.9100037,13474100
2015-12-11,123,118.5999985,121.4499969,118.9100037,118.9100037,16105300
2015-12-14,120.9000015,114.6600037,119.7699966,120.6699982,120.6699982,18679300
2015-12-15,123.3000031,118.5400009,121.9300003,118.5999985,118.5999985,11760000
2015-12-16,123,118.0899963,119.8000031,122.6399994,122.6399994,13181000
2015-12-17,126.3499985,122.4199982,123.9700012,122.5100021,122.5100021,17284900
2015-12-18,122.1900024,117.9199982,120.8499985,118.0199966,118.0199966,17948100
2015-12-21,119.5899963,115.6600037,119.5100021,116.6299973,116.6299973,11670000
2015-12-22,117.4300003,114.8600006,117.3000031,116.2399979,116.2399979,9689000
2015-12-23,118.5599976,115.7799988,116.9100037,118.1600037,118.1600037,9324300
2015-12-24,118.8000031,117.3000031,118.2200012,117.3300018,117.3300018,3531300
2015-12-28,117.3499985,113.8499985,117.2600021,117.1100006,117.1100006,8424300
2015-12-29,119.5999985,116.9199982,118.1900024,119.1200027,119.1200027,8159200
2015-12-30,119.0199966,116.4300003,118.9499969,116.7099991,116.7099991,8149700
2015-12-31,117.4599991,114.2799988,116.2099991,114.3799973,114.3799973,9273000
2016-01-04,110,105.2099991,109,109.9599991,109.9599991,20794800
2016-01-05,110.5800018,105.8499985,110.4499969,107.6600037,107.6600037,17664600
2016-01-06,117.9100037,104.9599991,105.2900009,117.6800003,117.6800003,33045700
2016-01-07,122.1800003,112.2900009,116.3600006,114.5599976,114.5599976,33636700
2016-01-08,117.7200012,111.0999985,116.3300018,111.3899994,111.3899994,18067100
2016-01-11,116.7900009,111.1999969,112.1299973,114.9700012,114.9700012,21920400
2016-01-12,117.7799988,115.0800018,116.1100006,116.5800018,116.5800018,15133500
2016-01-13,114.4800034,104.5299988,114.4300003,106.5599976,106.5599976,24921600
2016-01-14,109.25,101.2099991,105.6500015,107.0599976,107.0599976,23664800
2016-01-15,105.5,101.7200012,102.4300003,104.0400009,104.0400009,19775100
2016-01-19,110.1399994,105.5500031,106.5699997,107.8899994,107.8899994,35722800
2016-01-20,109.9899979,97.05000305,108.9100037,107.7399979,107.7399979,53009400
2016-01-21,108.5100021,102.0999985,108.3199997,102.3499985,102.3499985,31027500
2016-01-22,104.9899979,99.22000122,104.7200012,100.7200012,100.7200012,26821800
2016-01-25,102.6800003,99,99.77999878,99.12000275,99.12000275,20321100
2016-01-26,100.5500031,94.84999847,99.73999786,97.83000183,97.83000183,22083900
2016-01-27,97.84999847,90.58999634,96.61000061,91.15000153,91.15000153,25556200
2016-01-28,95.25,90.11000061,93.83999634,94.41000366,94.41000366,24562300
2016-01-29,94.38999939,90.62999725,92,91.83999634,91.83999634,20463900
2016-02-01,97.18000031,91.30000305,91.79000092,94.08999634,94.08999634,19684500
2016-02-02,96.65000153,90.73000336,95.54000092,91.48999786,91.48999786,21906500
2016-02-03,92.69000244,86.13999939,92.41000366,90.73999786,90.73999786,27466000
2016-02-04,91.25,86.54000092,89.5,89.70999908,89.70999908,19108600
2016-02-05,88.94999695,81.86000061,88.23000336,82.79000092,82.79000092,25929300
2016-02-08,84.69999695,79.94999695,80.56999969,83.31999969,83.31999969,25035600
2016-02-09,88.40000153,81.55000305,81.75,86.12999725,86.12999725,25892900
2016-02-10,92.20999908,87.41999817,89,88.44999695,88.44999695,23146500
2016-02-11,88.38999939,82.91000366,87.41999817,86.34999847,86.34999847,21820300
2016-02-12,89.72000122,85.26000214,86.63999939,87.40000153,87.40000153,19067700
2016-02-16,90.13999939,87.54000092,89,89.05000305,89.05000305,16356600
2016-02-17,94.76999664,89.63999939,90.12999725,94.76000214,94.76000214,18323800
2016-02-18,94.90000153,90.30999756,94.80000305,90.48999786,90.48999786,17695300
2016-02-19,91.40000153,88.02999878,89.98000336,89.23000336,89.23000336,14259200
2016-02-22,93.11000061,88.30000305,90.75,91.93000031,91.93000031,16321800
2016-02-23,92.48999786,89.05000305,91.40000153,89.12000275,89.12000275,12744400
2016-02-24,91.76000214,86.69999695,88.5,91.61000061,91.61000061,15972800
2016-02-25,94.80999756,90.20999908,91.08000183,94.52999878,94.52999878,17898800
2016-02-26,97.48000336,94.25,95.30000305,94.79000092,94.79000092,16975200
2016-02-29,97.19999695,93.33999634,94.80999756,93.41000366,93.41000366,13663100
2016-03-01,99.16000366,93.61000061,94.58000183,98.30000305,98.30000305,17048800
2016-03-02,99.48000336,95.90000153,98.01000214,97.61000061,97.61000061,19102800
2016-03-03,98.34999847,95.38999939,97.83000183,97.93000031,97.93000031,15320900
2016-03-04,102.2200012,98.31999969,98.76000214,101.5800018,101.5800018,23414600
2016-03-07,101.7900009,95.25,101,95.48999786,95.48999786,23855200
2016-03-08,98.27999878,94.5,95,96.23000336,96.23000336,14797000
2016-03-09,98.37000275,95,96.81999969,98,98,12298700
2016-03-10,99.73999786,95.44999695,98.18000031,97.36000061,97.36000061,17002100
2016-03-11,99.59999847,96.05000305,99.51000214,97.66000366,97.66000366,15114300
2016-03-14,99.41999817,97.16999817,97.19999695,98.12999725,98.12999725,11251900
2016-03-15,98.51000214,96.43000031,97.87000275,97.86000061,97.86000061,9691800
2016-03-16,99.73000336,97.5,97.52999878,99.34999847,99.34999847,12630500
2016-03-17,101.3899994,99,99.05000305,99.72000122,99.72000122,13825000
2016-03-18,102.4100037,100.0100021,100.5,101.1200027,101.1200027,15453500
2016-03-21,102.0999985,99.5,101.1500015,101.0599976,101.0599976,9578500
2016-03-22,101.5199966,99.19999695,100.4800034,99.83999634,99.83999634,9069900
2016-03-23,100.3899994,98.80999756,99.75,99.58999634,99.58999634,8313500
2016-03-24,98.84999847,97.06999969,98.63999939,98.36000061,98.36000061,10671100
2016-03-28,101.4400024,97.81999969,98.33999634,101.2099991,101.2099991,12432200
2016-03-29,104.3300018,101,101.0800018,104.1299973,104.1299973,16008900
2016-03-30,104.9100037,101.4800034,104.6500015,102.1900024,102.1900024,14705000
2016-03-31,103.5299988,101.0500031,102.4300003,102.2300034,102.2300034,9747500
2016-04-01,105.7900009,102.4700012,102.9300003,105.6999969,105.6999969,14182400
2016-04-04,105.9199982,103.1999969,105.9000015,104.3499985,104.3499985,10940400
2016-04-05,105.75,103.25,103.4700012,104.9400024,104.9400024,10060900
2016-04-06,106.4400024,104.25,105.3000031,104.8300018,104.8300018,9605800
2016-04-07,106.4400024,103.5999985,104.3099976,104.4499969,104.4499969,10774900
2016-04-08,105.3300018,102.8199997,105.1200027,103.8099976,103.8099976,7857600
2016-04-11,104.9800034,102.6200027,104.0400009,102.6800003,102.6800003,7451300
2016-04-12,107.2200012,102.2099991,103.1500015,106.9800034,106.9800034,12437000
2016-04-13,111.2799988,107.8799973,108,109.6500015,109.6500015,16701700
2016-04-14,111.6399994,109.1500015,110.0100021,110.4199982,110.4199982,9553700
2016-04-15,111.8499985,109.7799988,110.6399994,111.5100021,111.5100021,11746100
2016-04-18,110.6999969,106.0199966,109.9000015,108.4000015,108.4000015,32816400
2016-04-19,101.3700027,94.19999695,99.48999786,94.33999634,94.33999634,55728800
2016-04-20,96.98000336,93.13999939,94.33999634,96.76999664,96.76999664,26613500
2016-04-21,97.37999725,94.77999878,97.30999756,94.98000336,94.98000336,19919400
2016-04-22,96.69000244,94.20999908,94.84999847,95.90000153,95.90000153,15806300
2016-04-25,95.75,92.80000305,95.69999695,93.55999756,93.55999756,14985400
2016-04-26,93.55000305,91.25,93.5,92.43000031,92.43000031,15330900
2016-04-27,92.5,90.20999908,92.18000031,91.04000092,91.04000092,12218900
2016-04-28,92.66999817,90.08999634,91.5,90.27999878,90.27999878,11474900
2016-04-29,90.55999756,88.20999908,90.5,90.02999878,90.02999878,13968000
2016-05-02,93.22000122,89.88999939,90.41000366,93.11000061,93.11000061,12547000
2016-05-03,93.25,91.30000305,92.08000183,91.54000092,91.54000092,10593900
2016-05-04,92.16000366,90.34999847,91,90.79000092,90.79000092,7394700
2016-05-05,92.08000183,89.25,90.91000366,89.37000275,89.37000275,10368500
2016-05-06,90.87999725,88.11000061,88.83000183,90.83999634,90.83999634,10433900
2016-05-09,91.83000183,89.90000153,90.73000336,90.54000092,90.54000092,9543700
2016-05-10,93.25,91.08999634,91.13999939,92.88999939,92.88999939,11175900
2016-05-11,92.58999634,89.90000153,92.40000153,90.01999664,90.01999664,11692900
2016-05-12,90.41000366,85.73999786,90.31999969,87.73999786,87.73999786,20408100
2016-05-13,88.58999634,86.26000214,87.38999939,87.87999725,87.87999725,11571400
2016-05-16,90,86.15000153,87.55999756,89.12000275,89.12000275,11247800
2016-05-17,90.87000275,88.16999817,89,88.62999725,88.62999725,11571300
2016-05-18,91.72000122,88.25,88.25,90.5,90.5,13911800
